date,gross_return,transaction_cost,net_return,equity,one_way_turnover,equity_exposure,etf_weight,cash_weight,holding_count,holdings,return_weights,asset_weights,target_drift_due_to_trade_lock
2023-09-25,2.0672783983036538e-05,0.0,2.0672783983036538e-05,1.0085074325029149,0.0,0.7488808963354561,0.2511191036645438,0.0,8,"[""300408"", ""300782"", ""600426"", ""600900"", ""600938"", ""601899"", ""603629"", ""688676""]","{""300408"": 0.11604872323191276, ""300782"": 0.042982131779733694, ""515180"": 0.2491975101234394, ""600426"": 0.11304481799756894, ""600900"": 0.14936668751684767, ""600938"": 0.13413621136547968, ""601899"": 0.0779962185753118, ""603629"": 0.03140170090111393, ""688676"": 0.08582599850859209}","{""300408"": 0.11488166822739257, ""300782"": 0.04261906413167299, ""515180"": 0.2511191036645438, ""600426"": 0.11037022634849768, ""600900"": 0.15050221539617897, ""600938"": 0.13335232129540336, ""601899"": 0.07751145378181828, ""603629"": 0.032710257941642805, ""688676"": 0.08693368921284943}",0.0
2023-09-26,-0.0012190095514441935,0.0,-0.0012190095514441935,1.0072780523099913,0.0,0.7494317824142215,0.25056821758577835,0.0,8,"[""300408"", ""300782"", ""600426"", ""600900"", ""600938"", ""601899"", ""603629"", ""688676""]","{""300408"": 0.11488166822739257, ""300782"": 0.04261906413167299, ""515180"": 0.2511191036645438, ""600426"": 0.11037022634849768, ""600900"": 0.15050221539617897, ""600938"": 0.13335232129540336, ""601899"": 0.07751145378181828, ""603629"": 0.032710257941642805, ""688676"": 0.08693368921284943}","{""300408"": 0.11471092700869055, ""300782"": 0.042707342700952645, ""515180"": 0.25056821758577835, ""600426"": 0.11155350957524285, ""600900"": 0.15030590117843257, ""600938"": 0.13242017873621723, ""601899"": 0.07629304199599123, ""603629"": 0.0309831849642432, ""688676"": 0.09045769625445123}",0.0
2023-09-27,-0.004884433054635359,0.0,-0.004884433054635359,1.0023580700960797,0.0,0.7501404568306689,0.24985954316933093,0.0,8,"[""300408"", ""300782"", ""600426"", ""600900"", ""600938"", ""601899"", ""603629"", ""688676""]","{""300408"": 0.11471092700869055, ""300782"": 0.042707342700952645, ""515180"": 0.25056821758577835, ""600426"": 0.11155350957524285, ""600900"": 0.15030590117843257, ""600938"": 0.13242017873621723, ""601899"": 0.07629304199599123, ""603629"": 0.0309831849642432, ""688676"": 0.09045769625445123}","{""300408"": 0.11484431463863431, ""300782"": 0.04232663807658196, ""515180"": 0.24985954316933093, ""600426"": 0.11115601619898911, ""600900"": 0.15043267668056948, ""600938"": 0.13338451467262058, ""601899"": 0.07638973849452599, ""603629"": 0.030704858548436707, ""688676"": 0.09090169952031077}",0.0
2023-09-28,0.010154832261845678,0.0,0.010154832261845678,1.0125368481642127,0.0,0.7517993085876175,0.24820069141238243,0.0,8,"[""300408"", ""300782"", ""600426"", ""600900"", ""600938"", ""601899"", ""603629"", ""688676""]","{""300408"": 0.11484431463863431, ""300782"": 0.04232663807658196, ""515180"": 0.24985954316933093, ""600426"": 0.11115601619898911, ""600900"": 0.15043267668056948, ""600938"": 0.13338451467262058, ""601899"": 0.07638973849452599, ""603629"": 0.030704858548436707, ""688676"": 0.09090169952031077}","{""300408"": 0.11384448314796511, ""300782"": 0.04266951056338209, ""515180"": 0.24820069141238243, ""600426"": 0.11122673262819044, ""600900"": 0.14740830219222878, ""600938"": 0.13702288929373038, ""601899"": 0.0739718812448742, ""603629"": 0.03167244190383922, ""688676"": 0.09398306761340723}",0.0
2023-10-09,-0.009251804072110648,0.0,-0.009251804072110648,1.003169055629205,0.0,0.7507728932336364,0.24922710676636353,0.0,8,"[""300408"", ""300782"", ""600426"", ""600900"", ""600938"", ""601899"", ""603629"", ""688676""]","{""300408"": 0.11384448314796511, ""300782"": 0.04266951056338209, ""515180"": 0.24820069141238243, ""600426"": 0.11122673262819044, ""600900"": 0.14740830219222878, ""600938"": 0.13702288929373038, ""601899"": 0.0739718812448742, ""603629"": 0.03167244190383922, ""688676"": 0.09398306761340723}","{""300408"": 0.11623455318355579, ""300782"": 0.04246719131818799, ""515180"": 0.24922710676636353, ""600426"": 0.1104098807988493, ""600900"": 0.1487085186377591, ""600938"": 0.13288404654223357, ""601899"": 0.07119319162865609, ""603629"": 0.03361442204033336, ""688676"": 0.09526108908406122}",0.0
2023-10-10,0.007524914236866383,0.00045473504033817334,0.00707017919652821,1.0102616406169154,0.303854445018713,0.7499999999999999,0.2500000000000001,0.0,8,"[""300548"", ""300782"", ""600522"", ""600900"", ""600938"", ""601872"", ""603629"", ""688676""]","{""300408"": 0.11623455318355579, ""300782"": 0.04246719131818799, ""515180"": 0.24922710676636353, ""600426"": 0.1104098807988493, ""600900"": 0.1487085186377591, ""600938"": 0.13288404654223357, ""601899"": 0.07119319162865609, ""603629"": 0.03361442204033336, ""688676"": 0.09526108908406122}","{""300548"": 0.04139381471453445, ""300782"": 0.10301257700799472, ""515180"": 0.2500000000000001, ""600522"": 0.11348991470755204, ""600900"": 0.15, ""600938"": 0.13944467447861633, ""601872"": 0.07100713023614641, ""603629"": 0.044452341679916435, ""688676"": 0.08719954717523953}",0.0
2023-10-11,-0.007338714054059502,0.0,-0.007338714054059502,1.002847619316643,0.0,0.7505523909234385,0.24944760907656155,0.0,8,"[""300548"", ""300782"", ""600522"", ""600900"", ""600938"", ""601872"", ""603629"", ""688676""]","{""300548"": 0.04139381471453445, ""300782"": 0.10301257700799472, ""515180"": 0.2500000000000001, ""600522"": 0.11348991470755204, ""600900"": 0.15, ""600938"": 0.13944467447861633, ""601872"": 0.07100713023614641, ""603629"": 0.044452341679916435, ""688676"": 0.08719954717523953}","{""300548"": 0.04288591113470127, ""300782"": 0.10475867018818241, ""515180"": 0.24944760907656155, ""600522"": 0.11327274808579862, ""600900"": 0.15088156567691438, ""600938"": 0.13566589364797615, ""601872"": 0.07001977753419605, ""603629"": 0.04492637738127123, ""688676"": 0.08814144727439836}",0.0
2023-10-12,0.004212097688430886,0.0,0.004212097688430886,1.0070717114558148,0.0,0.7522506535071705,0.24774934649282962,0.0,8,"[""300548"", ""300782"", ""600522"", ""600900"", ""600938"", ""601872"", ""603629"", ""688676""]","{""300548"": 0.04288591113470127, ""300782"": 0.10475867018818241, ""515180"": 0.24944760907656155, ""600522"": 0.11327274808579862, ""600900"": 0.15088156567691438, ""600938"": 0.13566589364797615, ""601872"": 0.07001977753419605, ""603629"": 0.04492637738127123, ""688676"": 0.08814144727439836}","{""300548"": 0.0415870939059182, ""300782"": 0.10914245990754476, ""515180"": 0.24774934649282962, ""600522"": 0.11263582360339672, ""600900"": 0.15190916032285387, ""600938"": 0.13501567425249117, ""601872"": 0.06771813385878221, ""603629"": 0.04805814528994564, ""688676"": 0.08618416236623795}",0.0
2023-10-13,-0.0005802004802392264,0.0,-0.0005802004802392264,1.0064874079651929,0.0,0.7508021248514251,0.24919787514857505,0.0,8,"[""300548"", ""300782"", ""600522"", ""600900"", ""600938"", ""601872"", ""603629"", ""688676""]","{""300548"": 0.0415870939059182, ""300782"": 0.10914245990754476, ""515180"": 0.24774934649282962, ""600522"": 0.11263582360339672, ""600900"": 0.15190916032285387, ""600938"": 0.13501567425249117, ""601872"": 0.06771813385878221, ""603629"": 0.04805814528994564, ""688676"": 0.08618416236623795}","{""300548"": 0.040056257813100946, ""300782"": 0.1091094764954446, ""515180"": 0.24919787514857505, ""600522"": 0.11634404768113066, ""600900"": 0.14942969890027513, ""600938"": 0.13647488738817798, ""601872"": 0.06888757467308487, ""603629"": 0.04738914563572704, ""688676"": 0.08311103626448384}",0.0
2023-10-16,0.012810826850713808,0.0,0.012810826850713808,1.0193813438760588,0.0,0.7530953766188626,0.24690462338113742,0.0,8,"[""300548"", ""300782"", ""600522"", ""600900"", ""600938"", ""601872"", ""603629"", ""688676""]","{""300548"": 0.040056257813100946, ""300782"": 0.1091094764954446, ""515180"": 0.24919787514857505, ""600522"": 0.11634404768113066, ""600900"": 0.14942969890027513, ""600938"": 0.13647488738817798, ""601872"": 0.06888757467308487, ""603629"": 0.04738914563572704, ""688676"": 0.08311103626448384}","{""300548"": 0.03918112031634203, ""300782"": 0.1104101988659104, ""515180"": 0.24690462338113742, ""600522"": 0.11527207648850146, ""600900"": 0.14925456446601948, ""600938"": 0.14060309835050894, ""601872"": 0.06789224905799167, ""603629"": 0.046614626617047926, ""688676"": 0.08386744245654076}",0.0
2023-10-17,-0.002946939162315868,0.0,-0.002946939162315868,1.0163772890724563,0.0,0.7519349446474315,0.24806505535256865,0.0,8,"[""300548"", ""300782"", ""600522"", ""600900"", ""600938"", ""601872"", ""603629"", ""688676""]","{""300548"": 0.03918112031634203, ""300782"": 0.1104101988659104, ""515180"": 0.24690462338113742, ""600522"": 0.11527207648850146, ""600900"": 0.14925456446601948, ""600938"": 0.14060309835050894, ""601872"": 0.06789224905799167, ""603629"": 0.046614626617047926, ""688676"": 0.08386744245654076}","{""300548"": 0.039383157465417026, ""300782"": 0.11021612979267673, ""515180"": 0.24806505535256865, ""600522"": 0.11336818327999115, ""600900"": 0.14992006147514397, ""600938"": 0.13780127111721324, ""601872"": 0.07207204780946751, ""603629"": 0.04593860803451107, ""688676"": 0.08323548567301078}",0.0
2023-10-18,0.006055859612076901,0.0,0.006055859612076901,1.0225323272479825,0.0,0.7530000730304761,0.24699992696952394,0.0,8,"[""300548"", ""300782"", ""600522"", ""600900"", ""600938"", ""601872"", ""603629"", ""688676""]","{""300548"": 0.039383157465417026, ""300782"": 0.11021612979267673, ""515180"": 0.24806505535256865, ""600522"": 0.11336818327999115, ""600900"": 0.14992006147514397, ""600938"": 0.13780127111721324, ""601872"": 0.07207204780946751, ""603629"": 0.04593860803451107, ""688676"": 0.08323548567301078}","{""300548"": 0.03689308159783145, ""300782"": 0.1107941429724812, ""515180"": 0.24699992696952394, ""600522"": 0.11372163536069228, ""600900"": 0.1508016507527932, ""600938"": 0.14185678587537517, ""601872"": 0.07139101800968964, ""603629"": 0.04472779710074913, ""688676"": 0.08281396136086398}",0.0
2023-10-19,-0.011515050695432625,0.0,-0.011515050695432625,1.0107578156620034,0.0,0.7531541636201141,0.24684583637988583,0.0,8,"[""300548"", ""300782"", ""600522"", ""600900"", ""600938"", ""601872"", ""603629"", ""688676""]","{""300548"": 0.03689308159783145, ""300782"": 0.1107941429724812, ""515180"": 0.24699992696952394, ""600522"": 0.11372163536069228, ""600900"": 0.1508016507527932, ""600938"": 0.14185678587537517, ""601872"": 0.07139101800968964, ""603629"": 0.04472779710074913, ""688676"": 0.08281396136086398}","{""300548"": 0.035192245072702695, ""300782"": 0.11021838220446697, ""515180"": 0.24684583637988583, ""600522"": 0.11230566505692145, ""600900"": 0.15112956689573354, ""600938"": 0.14132548313905388, ""601872"": 0.07197258718397148, ""603629"": 0.04942997982865768, ""688676"": 0.0815802542386064}",0.0
2023-10-20,-0.014490201797655516,0.0,-0.014490201797655516,0.9961117309445036,0.0,0.75413874455838,0.24586125544161982,0.0,8,"[""300548"", ""300782"", ""600522"", ""600900"", ""600938"", ""601872"", ""603629"", ""688676""]","{""300548"": 0.035192245072702695, ""300782"": 0.11021838220446697, ""515180"": 0.24684583637988583, ""600522"": 0.11230566505692145, ""600900"": 0.15112956689573354, ""600938"": 0.14132548313905388, ""601872"": 0.07197258718397148, ""603629"": 0.04942997982865768, ""688676"": 0.0815802542386064}","{""300548"": 0.035621699773689154, ""300782"": 0.11026367989303966, ""515180"": 0.24586125544161982, ""600522"": 0.11215743182924937, ""600900"": 0.15098618523099835, ""600938"": 0.1413516417364977, ""601872"": 0.06985887535746253, ""603629"": 0.04809981176487103, ""688676"": 0.08579941897257229}",0.0
2023-10-23,-0.012095860202504602,0.0,-0.012095860202504602,0.9840629027009239,0.0,0.7524628608420942,0.24753713915790568,0.0,8,"[""300548"", ""300782"", ""600522"", ""600900"", ""600938"", ""601872"", ""603629"", ""688676""]","{""300548"": 0.035621699773689154, ""300782"": 0.11026367989303966, ""515180"": 0.24586125544161982, ""600522"": 0.11215743182924937, ""600900"": 0.15098618523099835, ""600938"": 0.1413516417364977, ""601872"": 0.06985887535746253, ""603629"": 0.04809981176487103, ""688676"": 0.08579941897257229}","{""300548"": 0.03123571734614022, ""300782"": 0.10810213140446637, ""515180"": 0.24753713915790568, ""600522"": 0.11394466604669305, ""600900"": 0.15129005359246925, ""600938"": 0.14125466675048587, ""601872"": 0.0712279495778674, ""603629"": 0.04715332921162053, ""688676"": 0.08825434691235153}",0.0
2023-10-24,-0.007345252806547707,0.000194602319233122,-0.007539855125780829,0.9766432109799036,0.13030921835333778,0.75,0.25,0.0,8,"[""300408"", ""300782"", ""600522"", ""600900"", ""600938"", ""601872"", ""603629"", ""688676""]","{""300548"": 0.03123571734614022, ""300782"": 0.10810213140446637, ""515180"": 0.24753713915790568, ""600522"": 0.11394466604669305, ""600900"": 0.15129005359246925, ""600938"": 0.14125466675048587, ""601872"": 0.0712279495778674, ""603629"": 0.04715332921162053, ""688676"": 0.08825434691235153}","{""300408"": 0.12689099946422508, ""300782"": 0.09604764795255376, ""515180"": 0.25, ""600522"": 0.08082178149757, ""600900"": 0.15, ""600938"": 0.11415537414895084, ""601872"": 0.05813669524629354, ""603629"": 0.048066785474576934, ""688676"": 0.07588071621582981}",0.0
2023-10-25,0.012030842213800758,0.0,0.012030842213800758,0.9883930513503825,0.0,0.751180274233004,0.24881972576699599,0.0,8,"[""300408"", ""300782"", ""600522"", ""600900"", ""600938"", ""601872"", ""603629"", ""688676""]","{""300408"": 0.12689099946422508, ""300782"": 0.09604764795255376, ""515180"": 0.25, ""600522"": 0.08082178149757, ""600900"": 0.15, ""600938"": 0.11415537414895084, ""601872"": 0.05813669524629354, ""603629"": 0.048066785474576934, ""688676"": 0.07588071621582981}","{""300408"": 0.1279875005342891, ""300782"": 0.09625421235693554, ""515180"": 0.24881972576699599, ""600522"": 0.08134627496684795, ""600900"": 0.15003200449665646, ""600938"": 0.11162489480654722, ""601872"": 0.05862758432712643, ""603629"": 0.050733931044061494, ""688676"": 0.07457387170053988}",0.0
2023-10-26,-0.018270013579373152,0.0,-0.018270013579373152,0.9703350968804528,0.0,0.7458653502840895,0.25413464971591065,0.0,8,"[""300408"", ""300782"", ""600522"", ""600900"", ""600938"", ""601872"", ""603629"", ""688676""]","{""300408"": 0.1279875005342891, ""300782"": 0.09625421235693554, ""515180"": 0.24881972576699599, ""600522"": 0.08134627496684795, ""600900"": 0.15003200449665646, ""600938"": 0.11162489480654722, ""601872"": 0.05862758432712643, ""603629"": 0.050733931044061494, ""688676"": 0.07457387170053988}","{""300408"": 0.12840067128744387, ""300782"": 0.08960514648051299, ""515180"": 0.25413464971591065, ""600522"": 0.08110513229384719, ""600900"": 0.1470461084172208, ""600938"": 0.10991725257948513, ""601872"": 0.06081319471911405, ""603629"": 0.05512626604250169, ""688676"": 0.07385157846396377}",0.0
