window,datetime,instrument,score,execution_forward_return,entity,sector
2026H2_PARTIAL,2026-07-01,002475,0.5194568038,0.01119342066,立讯精密,Technology
2026H2_PARTIAL,2026-07-01,002493,0.1090330854,0.002700331915,荣盛石化,Materials
2026H2_PARTIAL,2026-07-01,002518,0.3133626282,-0.2665579396,科士达,Industrials
2026H2_PARTIAL,2026-07-01,002594,-0.2664650679,0.1264712768,比亚迪,Consumer Discretionary
2026H2_PARTIAL,2026-07-01,002600,0.1375697255,-0.2660070179,领益智造,Technology
2026H2_PARTIAL,2026-07-01,002601,0.1092367694,-0.06896550942,龙佰集团,Materials
2026H2_PARTIAL,2026-07-01,002602,-0.1977104247,0.01904763635,世纪华通,Communication Services
2026H2_PARTIAL,2026-07-01,002648,0.01576118544,-0.07399918955,卫星化学,Materials
2026H2_PARTIAL,2026-07-01,002709,0.1275873184,-0.3324215808,天赐材料,Materials
2026H2_PARTIAL,2026-07-01,002714,-0.2144293785,0.09504693967,牧原股份,Consumer Staples
2026H2_PARTIAL,2026-07-01,002837,0.06018163636,-0.0495798437,英维克,Industrials
2026H2_PARTIAL,2026-07-01,300015,-0.2116837204,0.06451612536,爱尔眼科,Health Care
2026H2_PARTIAL,2026-07-01,300017,-0.1304360777,0.1097276113,网宿科技,Technology
2026H2_PARTIAL,2026-07-01,300033,0.2603317201,-0.1100343253,同花顺,Technology
2026H2_PARTIAL,2026-07-01,300059,0.07977180928,-0.04389772636,东方财富,Financials
2026H2_PARTIAL,2026-07-01,300124,-0.2748203278,-0.1182748534,汇川技术,Industrials
2026H2_PARTIAL,2026-07-01,300133,-0.1872276515,0.002728510387,华策影视,Communication Services
2026H2_PARTIAL,2026-07-01,300408,0.0400326997,-0.2789473495,三环集团,Technology
2026H2_PARTIAL,2026-07-01,300548,0.06329561025,-0.1282872576,长芯博创,Technology
2026H2_PARTIAL,2026-07-01,300750,-0.2748203278,-0.04223876981,宁德时代,Industrials
2026H2_PARTIAL,2026-07-01,300782,0.1032390445,-0.1797221228,卓胜微,Technology
2026H2_PARTIAL,2026-07-01,301291,0.6507356167,0.06641417587,明阳电气,Industrials
2026H2_PARTIAL,2026-07-01,301308,0.3693223894,-0.2263442158,江波龙,Technology
2026H2_PARTIAL,2026-07-01,301309,-0.148838222,-0.123824417,德明利,Technology
2026H2_PARTIAL,2026-07-01,301666,1.067633986,-0.1076973859,大普微,Technology
2026H2_PARTIAL,2026-07-01,600009,-0.2774181366,0.03256621701,上海机场,Industrials
2026H2_PARTIAL,2026-07-01,600019,-0.3334165215,0.01247766366,宝钢股份,Materials
2026H2_PARTIAL,2026-07-01,600026,0.4006974399,-0.09452733279,中远海能,Industrials
2026H2_PARTIAL,2026-07-01,600030,-0.07308465987,-0.01816912797,中信证券,Financials
2026H2_PARTIAL,2026-07-01,600031,-0.2419869155,0.06647727562,三一重工,Industrials
2026H2_PARTIAL,2026-07-01,600036,-0.367166549,0.05755191742,招商银行,Financials
2026H2_PARTIAL,2026-07-01,600150,-0.2780491114,-0.03944657358,中国船舶,Industrials
2026H2_PARTIAL,2026-07-01,600184,0.4898222685,-0.3651568352,光电股份,Industrials
2026H2_PARTIAL,2026-07-01,600276,-0.1306789219,0.04673770652,恒瑞医药,Health Care
2026H2_PARTIAL,2026-07-01,600309,-0.2296533287,-0.003498511211,万华化学,Materials
2026H2_PARTIAL,2026-07-01,600406,-0.3369476795,-0.02514334772,国电南瑞,Industrials
2026H2_PARTIAL,2026-07-01,600426,-0.08955290914,0.02013773947,华鲁恒升,Materials
2026H2_PARTIAL,2026-07-01,600436,-0.2672558129,0.2403554959,片仔癀,Health Care
2026H2_PARTIAL,2026-07-01,600438,-0.2748203278,-0.1133167798,通威股份,Materials
2026H2_PARTIAL,2026-07-01,600487,0.08857790381,-0.3089300831,亨通光电,Industrials
2026H2_PARTIAL,2026-07-01,600519,-0.367166549,0.04654197027,贵州茅台,Consumer Staples
2026H2_PARTIAL,2026-07-01,600522,0.1062870994,-0.2707236385,中天科技,Industrials
2026H2_PARTIAL,2026-07-01,600547,0.441672802,0.0316666762,山东黄金,Materials
2026H2_PARTIAL,2026-07-01,600570,-0.2285745591,-0.01784880469,恒生电子,Technology
2026H2_PARTIAL,2026-07-01,600588,-0.1090158448,0.001069441155,用友网络,Technology
2026H2_PARTIAL,2026-07-01,600690,-0.3001577556,0.03379042759,海尔智家,Consumer Discretionary
2026H2_PARTIAL,2026-07-01,600760,-0.28079018,-0.02035306624,中航沈飞,Industrials
2026H2_PARTIAL,2026-07-01,600809,-0.3380756378,0.09143406988,山西汾酒,Consumer Staples
2026H2_PARTIAL,2026-07-01,600845,-0.1454270184,0.05135285885,宝信软件,Technology
2026H2_PARTIAL,2026-07-01,600875,-0.238758117,-0.0748721439,东方电气,Industrials
2026H2_PARTIAL,2026-07-01,600887,-0.3660385907,0.06462167175,伊利股份,Consumer Staples
2026H2_PARTIAL,2026-07-01,600893,-0.238758117,-0.09875876179,航发动力,Industrials
2026H2_PARTIAL,2026-07-01,600900,-0.3981695771,0.04770992227,长江电力,Utilities
2026H2_PARTIAL,2026-07-01,600938,0.07609850168,0.1011406815,中国海油,Energy
2026H2_PARTIAL,2026-07-01,601012,-0.2415982187,-0.07198748791,隆基绿能,Industrials
2026H2_PARTIAL,2026-07-01,601088,-0.09565072507,0.08800603369,中国神华,Energy
2026H2_PARTIAL,2026-07-01,601138,0.1917020082,-0.01564230786,工业富联,Technology
2026H2_PARTIAL,2026-07-01,601318,-0.2780491114,0.03577269145,中国平安,Financials
2026H2_PARTIAL,2026-07-01,601600,0.7015627623,0.06242352804,中国铝业,Materials
2026H2_PARTIAL,2026-07-01,601633,-0.2696407735,0.08390180823,长城汽车,Consumer Discretionary
2026H2_PARTIAL,2026-07-01,601698,-0.1325106621,-0.07645673348,中国卫通,Communication Services
2026H2_PARTIAL,2026-07-01,601728,-0.3331930637,0.08671582723,中国电信,Communication Services
2026H2_PARTIAL,2026-07-01,601766,-0.3380756378,0.05253287314,中国中车,Industrials
2026H2_PARTIAL,2026-07-01,601808,-0.3020537794,0.06764175075,中海油服,Energy
2026H2_PARTIAL,2026-07-01,601838,-0.3380756378,0.04574048913,成都银行,Financials
2026H2_PARTIAL,2026-07-01,601857,-0.1637888253,0.1326530745,中国石油,Energy
2026H2_PARTIAL,2026-07-01,601872,0.1131501421,-0.1296865735,招商轮船,Industrials
2026H2_PARTIAL,2026-07-01,601877,-0.257904768,-0.03681229258,正泰电器,Industrials
2026H2_PARTIAL,2026-07-01,601888,-0.3012857139,0.02442689228,中国中免,Consumer Discretionary
2026H2_PARTIAL,2026-07-01,601899,0.5729880929,0.1121673326,紫金矿业,Materials
2026H2_PARTIAL,2026-07-01,601919,-0.3592503369,0.103108465,中远海控,Industrials
2026H2_PARTIAL,2026-07-01,601985,-0.3678986728,0.006936465001,中国核电,Utilities
2026H2_PARTIAL,2026-07-01,603160,-0.06711075455,-0.09131584865,汇顶科技,Technology
2026H2_PARTIAL,2026-07-01,603259,0.05280336365,0.04699090523,药明康德,Health Care
2026H2_PARTIAL,2026-07-01,603260,0.03833885863,-0.2658770703,合盛硅业,Materials
2026H2_PARTIAL,2026-07-01,603288,-0.3007398248,0.08224070943,海天味业,Consumer Staples
2026H2_PARTIAL,2026-07-01,603369,-0.08085583895,0.09834706966,今世缘,Consumer Staples
2026H2_PARTIAL,2026-07-01,603392,0.0835750699,0.06254443024,万泰生物,Health Care
2026H2_PARTIAL,2026-07-01,603501,-0.02731035277,0.08472402602,韦尔股份,Technology
2026H2_PARTIAL,2026-07-01,603629,0.5867547989,-0.1880231891,利通电子,Technology
2026H2_PARTIAL,2026-07-01,603658,-0.28079018,0.09817582187,安图生物,Health Care
2026H2_PARTIAL,2026-07-01,603799,0.07638005912,-0.1749202907,华友钴业,Materials
2026H2_PARTIAL,2026-07-01,603806,0.04142298922,-0.08992345791,福斯特,Materials
2026H2_PARTIAL,2026-07-01,603899,-0.3380756378,0.0569530508,晨光股份,Consumer Discretionary
2026H2_PARTIAL,2026-07-01,603986,0.6934415698,-0.2593514959,兆易创新,Technology
2026H2_PARTIAL,2026-07-01,603993,0.1190580726,-0.004920729802,洛阳钼业,Materials
2026H2_PARTIAL,2026-07-01,688008,0.6372871399,-0.2155964991,澜起科技,Technology
2026H2_PARTIAL,2026-07-01,688521,0.302580148,-0.2130533197,芯原股份,Technology
2026H2_PARTIAL,2026-07-01,688525,0.6294233799,-0.2830706572,佰维存储,Technology
2026H2_PARTIAL,2026-07-01,688676,0.0988843739,-0.1758227771,金盘科技,Industrials
