window,datetime,instrument,score,execution_forward_return,entity,sector
2026H2_PARTIAL,2026-07-15,002049,-0.1081808433,-0.0778222125,紫光国微,Technology
2026H2_PARTIAL,2026-07-15,002050,0.06899890304,-0.1522831094,三花智控,Industrials
2026H2_PARTIAL,2026-07-15,002142,-0.1664478332,0.05179030702,宁波银行,Financials
2026H2_PARTIAL,2026-07-15,002179,0.01999137551,-0.0185238837,中航光电,Industrials
2026H2_PARTIAL,2026-07-15,002202,0.3816391826,-0.0311995653,金风科技,Industrials
2026H2_PARTIAL,2026-07-15,002222,0.728474915,-0.2825724402,福晶科技,Technology
2026H2_PARTIAL,2026-07-15,002230,-0.2458875328,-0.05048827487,科大讯飞,Technology
2026H2_PARTIAL,2026-07-15,002241,-0.1993654072,0.001737576342,歌尔股份,Technology
2026H2_PARTIAL,2026-07-15,002311,-0.1602735668,0.02775463026,海大集团,Consumer Staples
2026H2_PARTIAL,2026-07-15,002352,-0.1593794376,0.05149692597,顺丰控股,Industrials
2026H2_PARTIAL,2026-07-15,002371,0.1116608158,-0.04936251631,北方华创,Technology
2026H2_PARTIAL,2026-07-15,002410,-0.2844144404,0.0480549299,广联达,Technology
2026H2_PARTIAL,2026-07-15,002415,-0.1634285748,0.04396248672,海康威视,Technology
2026H2_PARTIAL,2026-07-15,002456,0.1837308854,-0.1223470651,欧菲光,Technology
2026H2_PARTIAL,2026-07-15,002460,0.6846709251,-0.0008004985902,赣锋锂业,Materials
2026H2_PARTIAL,2026-07-15,002463,0.3001123071,-0.2938121548,沪电股份,Technology
2026H2_PARTIAL,2026-07-15,002466,0.688593924,-0.07863804329,天齐锂业,Materials
2026H2_PARTIAL,2026-07-15,002475,0.08339449763,-0.05013839843,立讯精密,Technology
2026H2_PARTIAL,2026-07-15,002493,0.04522000253,0.1229802373,荣盛石化,Materials
2026H2_PARTIAL,2026-07-15,002518,0.6452544332,-0.173937256,科士达,Industrials
2026H2_PARTIAL,2026-07-15,002594,-0.1549506187,0.02185729185,比亚迪,Consumer Discretionary
2026H2_PARTIAL,2026-07-15,002600,0.4403204918,-0.03172082708,领益智造,Technology
2026H2_PARTIAL,2026-07-15,002601,-0.1004096419,0.07151984995,龙佰集团,Materials
2026H2_PARTIAL,2026-07-15,002602,-0.156872943,-0.05176134255,世纪华通,Communication Services
2026H2_PARTIAL,2026-07-15,002648,-0.03065322898,0.1078603171,卫星化学,Materials
2026H2_PARTIAL,2026-07-15,002709,0.5217443109,-0.0254029033,天赐材料,Materials
2026H2_PARTIAL,2026-07-15,002714,-0.09369475394,-0.02396096138,牧原股份,Consumer Staples
2026H2_PARTIAL,2026-07-15,002837,0.2738476694,-0.3051871338,英维克,Industrials
2026H2_PARTIAL,2026-07-15,300015,-0.1642798632,0.01907969464,爱尔眼科,Health Care
2026H2_PARTIAL,2026-07-15,300017,0.3170992434,-0.16269289,网宿科技,Technology
2026H2_PARTIAL,2026-07-15,300033,0.03533470258,0.02486393438,同花顺,Technology
2026H2_PARTIAL,2026-07-15,300059,-0.03732429072,0.008577198734,东方财富,Financials
2026H2_PARTIAL,2026-07-15,300124,-0.2449660599,0.05305914235,汇川技术,Industrials
2026H2_PARTIAL,2026-07-15,300133,-0.2473378479,-0.1265305905,华策影视,Communication Services
2026H2_PARTIAL,2026-07-15,300408,1.299153924,-0.01459851722,三环集团,Technology
2026H2_PARTIAL,2026-07-15,300548,0.7108027935,-0.3414747626,长芯博创,Technology
2026H2_PARTIAL,2026-07-15,300750,-0.238758117,0.09743307342,宁德时代,Industrials
2026H2_PARTIAL,2026-07-15,300782,0.1915111244,-0.2225825679,卓胜微,Technology
2026H2_PARTIAL,2026-07-15,301291,0.3466516137,0.03332426114,明阳电气,Industrials
2026H2_PARTIAL,2026-07-15,301308,0.8833985329,-0.2692249586,江波龙,Technology
2026H2_PARTIAL,2026-07-15,301309,-0.1229739636,0.02218242987,德明利,Technology
2026H2_PARTIAL,2026-07-15,301666,0.7105835676,-0.2730534576,大普微,Technology
2026H2_PARTIAL,2026-07-15,600009,-0.2689279616,0.04878047998,上海机场,Industrials
2026H2_PARTIAL,2026-07-15,600019,-0.1738358885,0.1021127497,宝钢股份,Materials
2026H2_PARTIAL,2026-07-15,600026,0.1449462026,0.1572802126,中远海能,Industrials
2026H2_PARTIAL,2026-07-15,600030,-0.1638172716,0.01387898165,中信证券,Financials
2026H2_PARTIAL,2026-07-15,600031,-0.1686245054,0.1097495693,三一重工,Industrials
2026H2_PARTIAL,2026-07-15,600036,-0.1302809864,0.07645344327,招商银行,Financials
2026H2_PARTIAL,2026-07-15,600150,-0.02370112762,0.06129328638,中国船舶,Industrials
2026H2_PARTIAL,2026-07-15,600184,0.7320377231,-0.1503841863,光电股份,Industrials
2026H2_PARTIAL,2026-07-15,600276,0.01696945168,-0.02393284716,恒瑞医药,Health Care
2026H2_PARTIAL,2026-07-15,600309,-0.2351520211,0.1199531433,万华化学,Materials
2026H2_PARTIAL,2026-07-15,600406,-0.3345444798,0.1004524559,国电南瑞,Industrials
2026H2_PARTIAL,2026-07-15,600426,-0.2254017442,0.1397402875,华鲁恒升,Materials
2026H2_PARTIAL,2026-07-15,600436,-0.1054841131,-0.02372078055,片仔癀,Health Care
2026H2_PARTIAL,2026-07-15,600438,-0.1067226157,0.09048500832,通威股份,Materials
2026H2_PARTIAL,2026-07-15,600487,0.6375414133,-0.2721665093,亨通光电,Industrials
2026H2_PARTIAL,2026-07-15,600519,-0.1772106439,0.08162894092,贵州茅台,Consumer Staples
2026H2_PARTIAL,2026-07-15,600522,0.6987021565,-0.2591601708,中天科技,Industrials
2026H2_PARTIAL,2026-07-15,600547,0.1057494804,0.1183360371,山东黄金,Materials
2026H2_PARTIAL,2026-07-15,600570,-0.2748203278,0.06408417802,恒生电子,Technology
2026H2_PARTIAL,2026-07-15,600588,-0.2796622217,0.07585470771,用友网络,Technology
2026H2_PARTIAL,2026-07-15,600690,-0.1772106439,0.1023211646,海尔智家,Consumer Discretionary
2026H2_PARTIAL,2026-07-15,600760,-0.3380756378,0.1041301569,中航沈飞,Industrials
2026H2_PARTIAL,2026-07-15,600809,-0.2062957436,0.1410934052,山西汾酒,Consumer Staples
2026H2_PARTIAL,2026-07-15,600845,-0.09421849996,-0.07878150882,宝信软件,Technology
2026H2_PARTIAL,2026-07-15,600875,-0.1203952655,-0.01658113216,东方电气,Industrials
2026H2_PARTIAL,2026-07-15,600887,-0.1443159729,0.06377256257,伊利股份,Consumer Staples
2026H2_PARTIAL,2026-07-15,600893,-0.09192588925,0.05179639111,航发动力,Industrials
2026H2_PARTIAL,2026-07-15,600900,0.07613404095,0.07431690169,长江电力,Utilities
2026H2_PARTIAL,2026-07-15,600938,-0.2171931416,0.1239640976,中国海油,Energy
2026H2_PARTIAL,2026-07-15,601012,-0.2775613964,0.09780782754,隆基绿能,Industrials
2026H2_PARTIAL,2026-07-15,601088,-0.1770647168,0.05615900808,中国神华,Energy
2026H2_PARTIAL,2026-07-15,601138,0.3096926212,-0.1463884277,工业富联,Technology
2026H2_PARTIAL,2026-07-15,601318,-0.2163100839,0.101243364,中国平安,Financials
2026H2_PARTIAL,2026-07-15,601600,0.08067682385,0.100230398,中国铝业,Materials
2026H2_PARTIAL,2026-07-15,601633,-0.1960973144,0.07111391378,长城汽车,Consumer Discretionary
2026H2_PARTIAL,2026-07-15,601698,0.417549938,-0.1050327919,中国卫通,Communication Services
2026H2_PARTIAL,2026-07-15,601728,-0.1299110353,0.1018675583,中国电信,Communication Services
2026H2_PARTIAL,2026-07-15,601766,-0.2041720599,0.1283422055,中国中车,Industrials
2026H2_PARTIAL,2026-07-15,601808,-0.2089390159,0.08647253843,中海油服,Energy
2026H2_PARTIAL,2026-07-15,601838,-0.2304256409,0.0229632667,成都银行,Financials
2026H2_PARTIAL,2026-07-15,601857,-0.07673747838,0.1281281998,中国石油,Energy
2026H2_PARTIAL,2026-07-15,601872,0.05853794143,0.1631355573,招商轮船,Industrials
2026H2_PARTIAL,2026-07-15,601877,-0.3331930637,0.05543887965,正泰电器,Industrials
2026H2_PARTIAL,2026-07-15,601888,-0.2462138683,0.06529716331,中国中免,Consumer Discretionary
2026H2_PARTIAL,2026-07-15,601899,0.04467333481,0.117948744,紫金矿业,Materials
2026H2_PARTIAL,2026-07-15,601919,-0.170213908,0.07903777343,中远海控,Industrials
2026H2_PARTIAL,2026-07-15,601985,-0.1784698367,0.04133176293,中国核电,Utilities
2026H2_PARTIAL,2026-07-15,603160,-0.2419869155,-0.04741933617,汇顶科技,Technology
2026H2_PARTIAL,2026-07-15,603259,0.1094728187,-0.0119684775,药明康德,Health Care
2026H2_PARTIAL,2026-07-15,603260,0.7000020742,-0.07399164926,合盛硅业,Materials
2026H2_PARTIAL,2026-07-15,603288,-0.1594511718,0.06442731752,海天味业,Consumer Staples
2026H2_PARTIAL,2026-07-15,603369,-0.1582389772,0.06395789194,今世缘,Consumer Staples
2026H2_PARTIAL,2026-07-15,603392,-0.2327620238,0.02474915654,万泰生物,Health Care
2026H2_PARTIAL,2026-07-15,603501,0.05285406858,-0.1943559287,韦尔股份,Technology
2026H2_PARTIAL,2026-07-15,603629,0.3505915701,-0.1348136285,利通电子,Technology
2026H2_PARTIAL,2026-07-15,603658,-0.160629034,0.01026880539,安图生物,Health Care
2026H2_PARTIAL,2026-07-15,603799,0.655818224,0.02859352445,华友钴业,Materials
2026H2_PARTIAL,2026-07-15,603806,0.2174890488,0.01892077754,福斯特,Materials
2026H2_PARTIAL,2026-07-15,603899,-0.1442545205,0.06196673248,晨光股份,Consumer Discretionary
2026H2_PARTIAL,2026-07-15,603986,0.1592303813,-0.2788713459,兆易创新,Technology
2026H2_PARTIAL,2026-07-15,603993,0.148282513,0.04175814778,洛阳钼业,Materials
2026H2_PARTIAL,2026-07-15,688008,0.1315023154,-0.06619843986,澜起科技,Technology
2026H2_PARTIAL,2026-07-15,688521,0.08668397367,-0.301157791,芯原股份,Technology
2026H2_PARTIAL,2026-07-15,688525,0.8680192828,-0.2678101704,佰维存储,Technology
2026H2_PARTIAL,2026-07-15,688676,0.7121090293,-0.01858392064,金盘科技,Industrials
