date,gross_return,transaction_cost,net_return,equity,one_way_turnover,equity_exposure,etf_weight,cash_weight,holding_count,holdings,return_weights,asset_weights,target_drift_due_to_trade_lock,pending_execution
2023-11-01,0.003593890386343279,0.0,0.003593890386343279,0.9848118165784832,0.0,0.0,1.0,0.0,0,[],"{""515180"": 1.0}","{""515180"": 1.0}",0.0,False
2023-11-02,-0.0035810205908684,0.0,-0.0035810205908684,0.9812851851851851,0.0,0.0,1.0,0.0,0,[],"{""515180"": 1.0}","{""515180"": 1.0}",0.0,False
2023-11-03,0.003593890386343279,0.0,0.003593890386343279,0.9848118165784833,0.0,0.0,1.0,0.0,0,[],"{""515180"": 1.0}","{""515180"": 1.0}",0.0,False
2023-11-06,-0.0017905102954342,0.0,-0.0017905102954342,0.9830485008818343,0.0,0.0,1.0,0.0,0,[],"{""515180"": 1.0}","{""515180"": 1.0}",0.0,False
2023-11-07,-0.004484304932735328,0.0,-0.004484304932735328,0.9786402116402118,0.0,0.0,1.0,0.0,0,[],"{""515180"": 1.0}","{""515180"": 1.0}",0.0,False
2023-11-08,-0.0018018018018017834,0.0,-0.0018018018018017834,0.9768768959435628,0.0,0.0,1.0,0.0,0,[],"{""515180"": 1.0}","{""515180"": 1.0}",0.0,False
2023-11-09,-0.0027075812274369726,0.0,-0.0027075812274369726,0.974231922398589,0.0,0.0,1.0,0.0,0,[],"{""515180"": 1.0}","{""515180"": 1.0}",0.0,False
2023-11-10,0.007239819004524861,0.0,0.007239819004524861,0.9812851851851851,0.0,0.0,1.0,0.0,0,[],"{""515180"": 1.0}","{""515180"": 1.0}",0.0,False
2023-11-13,-0.0017969451931716396,0.0,-0.0017969451931716396,0.979521869488536,0.0,0.0,1.0,0.0,0,[],"{""515180"": 1.0}","{""515180"": 1.0}",0.0,False
2023-11-14,0.0009000900090010422,0.0,0.0009000900090010422,0.9804035273368606,0.0,0.0,1.0,0.0,0,[],"{""515180"": 1.0}","{""515180"": 1.0}",0.0,False
2023-11-15,0.0026978417266185772,0.0,0.0026978417266185772,0.983048500881834,0.0,0.0,1.0,0.0,0,[],"{""515180"": 1.0}","{""515180"": 1.0}",0.0,False
2023-11-16,0.0,0.0,0.0,0.983048500881834,0.0,0.0,1.0,0.0,0,[],"{""515180"": 1.0}","{""515180"": 1.0}",0.0,False
2023-11-17,-0.0026905829596411968,0.0,-0.0026905829596411968,0.9804035273368605,0.0,0.0,1.0,0.0,0,[],"{""515180"": 1.0}","{""515180"": 1.0}",0.0,False
2023-11-20,-0.0008992805755396738,0.0,-0.0008992805755396738,0.9795218694885359,0.0,0.0,1.0,0.0,0,[],"{""515180"": 1.0}","{""515180"": 1.0}",0.0,False
2023-11-21,0.0036003600360035026,0.0,0.0036003600360035026,0.9830485008818339,0.0,0.0,1.0,0.0,0,[],"{""515180"": 1.0}","{""515180"": 1.0}",0.0,False
2023-11-22,0.0017937219730941312,0.0,0.0017937219730941312,0.9848118165784829,0.0,0.0,1.0,0.0,0,[],"{""515180"": 1.0}","{""515180"": 1.0}",0.0,False
2023-11-23,0.0,0.0,0.0,0.9848118165784829,0.0,0.0,1.0,0.0,0,[],"{""515180"": 1.0}","{""515180"": 1.0}",0.0,False
2023-11-24,0.005371530886302711,0.0,0.005371530886302711,0.9901017636684302,0.0,0.0,1.0,0.0,0,[],"{""515180"": 1.0}","{""515180"": 1.0}",0.0,False
2023-11-27,0.0017809439002671734,0.0,0.0017809439002671734,0.9918650793650793,0.0,0.0,1.0,0.0,0,[],"{""515180"": 1.0}","{""515180"": 1.0}",0.0,False
2023-11-28,-0.003555555555555534,0.0,-0.003555555555555534,0.9883384479717813,0.0,0.0,1.0,0.0,0,[],"{""515180"": 1.0}","{""515180"": 1.0}",0.0,False
2023-11-29,0.000892060660125038,0.0,0.000892060660125038,0.9892201058201059,0.0,0.0,1.0,0.0,0,[],"{""515180"": 1.0}","{""515180"": 1.0}",0.0,False
2023-11-30,-0.007130124777183555,0.0,-0.007130124777183555,0.9821668430335098,0.0,0.0,1.0,0.0,0,[],"{""515180"": 1.0}","{""515180"": 1.0}",0.0,False
2023-12-01,0.0017953321364452268,0.0,0.0017953321364452268,0.9839301587301588,0.0,0.0,1.0,0.0,0,[],"{""515180"": 1.0}","{""515180"": 1.0}",0.0,False
2023-12-04,0.007168458781362075,0.0,0.007168458781362075,0.990983421516755,0.0,0.0,1.0,0.0,0,[],"{""515180"": 1.0}","{""515180"": 1.0}",0.0,False
2023-12-05,-0.003558718861209953,0.0005250000000000001,-0.004083718861209953,0.9869365238271607,0.75,0.75,0.25,0.0,12,"[""002463"", ""300133"", ""300782"", ""600150"", ""600900"", ""600938"", ""601872"", ""601899"", ""601939"", ""603629"", ""688008"", ""688676""]","{""515180"": 1.0}","{""002463"": 0.04484171235825918, ""300133"": 0.04237697315895275, ""300782"": 0.03622103954975178, ""515180"": 0.25, ""600150"": 0.07393551136026204, ""600900"": 0.12221386664941655, ""600938"": 0.07729085537771538, ""601872"": 0.05411415991808968, ""601899"": 0.0743814537618878, ""601939"": 0.09118092413887141, ""603629"": 0.025181189752822197, ""688008"": 0.05398120740556334, ""688676"": 0.0542811065684079}",0.0,False
2023-12-06,-0.015979403237736875,0.0,-0.015979403237736875,0.9711658671428762,0.0,0.7488891847398875,0.2511108152601124,0.0,12,"[""002463"", ""300133"", ""300782"", ""600150"", ""600900"", ""600938"", ""601872"", ""601899"", ""601939"", ""603629"", ""688008"", ""688676""]","{""002463"": 0.04484171235825918, ""300133"": 0.04237697315895275, ""300782"": 0.03622103954975178, ""515180"": 0.25, ""600150"": 0.07393551136026204, ""600900"": 0.12221386664941655, ""600938"": 0.07729085537771538, ""601872"": 0.05411415991808968, ""601899"": 0.0743814537618878, ""601939"": 0.09118092413887141, ""603629"": 0.025181189752822197, ""688008"": 0.05398120740556334, ""688676"": 0.0542811065684079}","{""002463"": 0.04428823882505793, ""300133"": 0.042812768828009516, ""300782"": 0.035856848697144526, ""515180"": 0.2511108152601124, ""600150"": 0.07519146041714325, ""600900"": 0.12332591002542238, ""600938"": 0.07756315397161147, ""601872"": 0.0525955730396967, ""601899"": 0.0735678350328974, ""601939"": 0.09142091414348474, ""603629"": 0.02429233974295832, ""688008"": 0.053526325213157075, ""688676"": 0.05444781680330423}",0.0,False
2023-12-07,-0.003260778655240782,0.0,-0.003260778655240782,0.9679991102125983,0.0,0.7485228514981225,0.2514771485018774,0.0,12,"[""002463"", ""300133"", ""300782"", ""600150"", ""600900"", ""600938"", ""601872"", ""601899"", ""601939"", ""603629"", ""688008"", ""688676""]","{""002463"": 0.04428823882505793, ""300133"": 0.042812768828009516, ""300782"": 0.035856848697144526, ""515180"": 0.2511108152601124, ""600150"": 0.07519146041714325, ""600900"": 0.12332591002542238, ""600938"": 0.07756315397161147, ""601872"": 0.0525955730396967, ""601899"": 0.0735678350328974, ""601939"": 0.09142091414348474, ""603629"": 0.02429233974295832, ""688008"": 0.053526325213157075, ""688676"": 0.05444781680330423}","{""002463"": 0.04405213398294529, ""300133"": 0.04415545705519576, ""300782"": 0.03611065187811386, ""515180"": 0.2514771485018774, ""600150"": 0.07496570104262897, ""600900"": 0.12316658839526146, ""600938"": 0.07622046096424058, ""601872"": 0.0527676366228841, ""601899"": 0.07424310200900287, ""601939"": 0.09065306765774517, ""603629"": 0.02380994241071154, ""688008"": 0.05386249158046894, ""688676"": 0.05451561789892396}",0.0,False
2023-12-08,0.0015569428090456848,0.0,0.0015569428090456848,0.9695062294664064,0.0,0.7482320963356833,0.2517679036643167,0.0,12,"[""002463"", ""300133"", ""300782"", ""600150"", ""600900"", ""600938"", ""601872"", ""601899"", ""601939"", ""603629"", ""688008"", ""688676""]","{""002463"": 0.04405213398294529, ""300133"": 0.04415545705519576, ""300782"": 0.03611065187811386, ""515180"": 0.2514771485018774, ""600150"": 0.07496570104262897, ""600900"": 0.12316658839526146, ""600938"": 0.07622046096424058, ""601872"": 0.0527676366228841, ""601899"": 0.07424310200900287, ""601939"": 0.09065306765774517, ""603629"": 0.02380994241071154, ""688008"": 0.05386249158046894, ""688676"": 0.05451561789892396}","{""002463"": 0.04617094917263387, ""300133"": 0.04339164011265775, ""300782"": 0.03623441621529292, ""515180"": 0.2517679036643167, ""600150"": 0.07476604561160248, ""600900"": 0.12353702401370047, ""600938"": 0.07680518997876162, ""601872"": 0.0522679655904844, ""601899"": 0.0734768121628879, ""601939"": 0.09051214542379629, ""603629"": 0.02343903296622008, ""688008"": 0.05283283459303374, ""688676"": 0.05479804049461177}",0.0,False
2023-12-11,0.0036532461537983276,0.0,0.0036532461537983276,0.9730480743702881,0.0,0.7509597205776442,0.24904027942235574,0.0,12,"[""002463"", ""300133"", ""300782"", ""600150"", ""600900"", ""600938"", ""601872"", ""601899"", ""601939"", ""603629"", ""688008"", ""688676""]","{""002463"": 0.04617094917263387, ""300133"": 0.04339164011265775, ""300782"": 0.03623441621529292, ""515180"": 0.2517679036643167, ""600150"": 0.07476604561160248, ""600900"": 0.12353702401370047, ""600938"": 0.07680518997876162, ""601872"": 0.0522679655904844, ""601899"": 0.0734768121628879, ""601939"": 0.09051214542379629, ""603629"": 0.02343903296622008, ""688008"": 0.05283283459303374, ""688676"": 0.05479804049461177}","{""002463"": 0.04832435332661291, ""300133"": 0.04254105089134543, ""300782"": 0.036547919818576094, ""515180"": 0.24904027942235574, ""600150"": 0.07341727991601486, ""600900"": 0.12290073708460154, ""600938"": 0.07900127342292106, ""601872"": 0.05114143758459492, ""601899"": 0.07162411829397547, ""601939"": 0.09089027854413308, ""603629"": 0.024280819727287357, ""688008"": 0.05252742778566418, ""688676"": 0.05776302418191728}",0.0,False
2023-12-12,0.014463517822194452,0.0,0.014463517822194452,0.9871217725357946,0.0,0.7509396059613006,0.24906039403869945,0.0,12,"[""002463"", ""300133"", ""300782"", ""600150"", ""600900"", ""600938"", ""601872"", ""601899"", ""601939"", ""603629"", ""688008"", ""688676""]","{""002463"": 0.04832435332661291, ""300133"": 0.04254105089134543, ""300782"": 0.036547919818576094, ""515180"": 0.24904027942235574, ""600150"": 0.07341727991601486, ""600900"": 0.12290073708460154, ""600938"": 0.07900127342292106, ""601872"": 0.05114143758459492, ""601899"": 0.07162411829397547, ""601939"": 0.09089027854413308, ""603629"": 0.024280819727287357, ""688008"": 0.05252742778566418, ""688676"": 0.05776302418191728}","{""002463"": 0.04838259980385575, ""300133"": 0.04435526226588722, ""300782"": 0.03644715006446416, ""515180"": 0.24906039403869945, ""600150"": 0.07424818126728588, ""600900"": 0.12243620844622743, ""600938"": 0.07635546214456745, ""601872"": 0.05164286712433871, ""601899"": 0.0704608929982551, ""601939"": 0.08994318009122051, ""603629"": 0.024468745290407917, ""688008"": 0.054556376058554686, ""688676"": 0.05764268040623572}",0.0,False
2023-12-13,0.0056210575186557725,0.0,0.0056210575186557725,0.9926704407971356,0.0,0.7510002137056421,0.248999786294358,0.0,12,"[""002463"", ""300133"", ""300782"", ""600150"", ""600900"", ""600938"", ""601872"", ""601899"", ""601939"", ""603629"", ""688008"", ""688676""]","{""002463"": 0.04838259980385575, ""300133"": 0.04435526226588722, ""300782"": 0.03644715006446416, ""515180"": 0.24906039403869945, ""600150"": 0.07424818126728588, ""600900"": 0.12243620844622743, ""600938"": 0.07635546214456745, ""601872"": 0.05164286712433871, ""601899"": 0.0704608929982551, ""601939"": 0.08994318009122051, ""603629"": 0.024468745290407917, ""688008"": 0.054556376058554686, ""688676"": 0.05764268040623572}","{""002463"": 0.04843724074571328, ""300133"": 0.04318148580522331, ""300782"": 0.03758247955654473, ""515180"": 0.248999786294358, ""600150"": 0.07524027988630282, ""600900"": 0.12321527106527655, ""600938"": 0.0759286627638572, ""601872"": 0.05115025381948765, ""601899"": 0.06985514582756537, ""601939"": 0.09117444405868819, ""603629"": 0.023732516515045005, ""688008"": 0.05463020544594997, ""688676"": 0.056872228215987974}",0.0,False
2023-12-14,0.0018386625210401444,0.0,0.0018386625210401444,0.9944956267323736,0.0,0.7523432706249129,0.24765672937508726,0.0,12,"[""002463"", ""300133"", ""300782"", ""600150"", ""600900"", ""600938"", ""601872"", ""601899"", ""601939"", ""603629"", ""688008"", ""688676""]","{""002463"": 0.04843724074571328, ""300133"": 0.04318148580522331, ""300782"": 0.03758247955654473, ""515180"": 0.248999786294358, ""600150"": 0.07524027988630282, ""600900"": 0.12321527106527655, ""600938"": 0.0759286627638572, ""601872"": 0.05115025381948765, ""601899"": 0.06985514582756537, ""601939"": 0.09117444405868819, ""603629"": 0.023732516515045005, ""688008"": 0.05463020544594997, ""688676"": 0.056872228215987974}","{""002463"": 0.04811656907590111, ""300133"": 0.04187003878991414, ""300782"": 0.03832396707587725, ""515180"": 0.24765672937508726, ""600150"": 0.0752102335765339, ""600900"": 0.12311086478918194, ""600938"": 0.0750580635372494, ""601872"": 0.05044565614081084, ""601899"": 0.07156000569888799, ""601939"": 0.09083402955584778, ""603629"": 0.023252159774308407, ""688008"": 0.05505557309493226, ""688676"": 0.059506109515467843}",0.0,False
2023-12-15,-0.0012479523581642579,0.0,-0.0012479523581642579,0.9932545435698089,0.0,0.7524774095184745,0.24752259048152556,0.0,12,"[""002463"", ""300133"", ""300782"", ""600150"", ""600900"", ""600938"", ""601872"", ""601899"", ""601939"", ""603629"", ""688008"", ""688676""]","{""002463"": 0.04811656907590111, ""300133"": 0.04187003878991414, ""300782"": 0.03832396707587725, ""515180"": 0.24765672937508726, ""600150"": 0.0752102335765339, ""600900"": 0.12311086478918194, ""600938"": 0.0750580635372494, ""601872"": 0.05044565614081084, ""601899"": 0.07156000569888799, ""601939"": 0.09083402955584778, ""603629"": 0.023252159774308407, ""688008"": 0.05505557309493226, ""688676"": 0.059506109515467843}","{""002463"": 0.047202018346204896, ""300133"": 0.04136717460523637, ""300782"": 0.038092493117235615, ""515180"": 0.24752259048152556, ""600150"": 0.07511490116076369, ""600900"": 0.12332563392382857, ""600938"": 0.07606705191845922, ""601872"": 0.049693374799333286, ""601899"": 0.07023760951593812, ""601939"": 0.09077422833256936, ""603629"": 0.023135032041691074, ""688008"": 0.056149239567856474, ""688676"": 0.061318652189357864}",0.0,False
2023-12-18,-0.008529465634093967,0.0,-0.008529465634093967,0.9847826130745225,0.0,0.7525850364486563,0.2474149635513439,0.0,12,"[""002463"", ""300133"", ""300782"", ""600150"", ""600900"", ""600938"", ""601872"", ""601899"", ""601939"", ""603629"", ""688008"", ""688676""]","{""002463"": 0.047202018346204896, ""300133"": 0.04136717460523637, ""300782"": 0.038092493117235615, ""515180"": 0.24752259048152556, ""600150"": 0.07511490116076369, ""600900"": 0.12332563392382857, ""600938"": 0.07606705191845922, ""601872"": 0.049693374799333286, ""601899"": 0.07023760951593812, ""601939"": 0.09077422833256936, ""603629"": 0.023135032041691074, ""688008"": 0.056149239567856474, ""688676"": 0.061318652189357864}","{""002463"": 0.0465782197280804, ""300133"": 0.04240744233429142, ""300782"": 0.0381491672179762, ""515180"": 0.2474149635513439, ""600150"": 0.07608842358074513, ""600900"": 0.12303435649891158, ""600938"": 0.07519836978105486, ""601872"": 0.05197111665441871, ""601899"": 0.07112664403118082, ""601939"": 0.08998203234021161, ""603629"": 0.02312740257596032, ""688008"": 0.0543227754819129, ""688676"": 0.06059908622391227}",0.0,False
2023-12-19,0.004580452734111134,0.0,0.004580452734111134,0.9892933632870848,0.0,0.7537131417618488,0.24628685823815133,0.0,12,"[""002463"", ""300133"", ""300782"", ""600150"", ""600900"", ""600938"", ""601872"", ""601899"", ""601939"", ""603629"", ""688008"", ""688676""]","{""002463"": 0.0465782197280804, ""300133"": 0.04240744233429142, ""300782"": 0.0381491672179762, ""515180"": 0.2474149635513439, ""600150"": 0.07608842358074513, ""600900"": 0.12303435649891158, ""600938"": 0.07519836978105486, ""601872"": 0.05197111665441871, ""601899"": 0.07112664403118082, ""601939"": 0.08998203234021161, ""603629"": 0.02312740257596032, ""688008"": 0.0543227754819129, ""688676"": 0.06059908622391227}","{""002463"": 0.046668735617791744, ""300133"": 0.04128507562146857, ""300782"": 0.037363512647865325, ""515180"": 0.24628685823815133, ""600150"": 0.07647460682601016, ""600900"": 0.12424772870887431, ""600938"": 0.07614191146991171, ""601872"": 0.05296201832552282, ""601899"": 0.07165281579763046, ""601939"": 0.09096369959458779, ""603629"": 0.023287816238604566, ""688008"": 0.053889685743282685, ""688676"": 0.058775535170298675}",0.0,False
2023-12-20,0.0028662390915310154,0.0,0.0028662390915310154,0.9921289145979305,0.0,0.7550831794629538,0.24491682053704633,0.0,12,"[""002463"", ""300133"", ""300782"", ""600150"", ""600900"", ""600938"", ""601872"", ""601899"", ""601939"", ""603629"", ""688008"", ""688676""]","{""002463"": 0.046668735617791744, ""300133"": 0.04128507562146857, ""300782"": 0.037363512647865325, ""515180"": 0.24628685823815133, ""600150"": 0.07647460682601016, ""600900"": 0.12424772870887431, ""600938"": 0.07614191146991171, ""601872"": 0.05296201832552282, ""601899"": 0.07165281579763046, ""601939"": 0.09096369959458779, ""603629"": 0.023287816238604566, ""688008"": 0.053889685743282685, ""688676"": 0.058775535170298675}","{""002463"": 0.046837380928480964, ""300133"": 0.0414758649101724, ""300782"": 0.03796790501264849, ""515180"": 0.24491682053704633, ""600150"": 0.07796174815772385, ""600900"": 0.12383161301934717, ""600938"": 0.07684053509442032, ""601872"": 0.050974113074448345, ""601899"": 0.07257875908883243, ""601939"": 0.0912242091138431, ""603629"": 0.023272840030692805, ""688008"": 0.054012973683764745, ""688676"": 0.05810523734857915}",0.0,False
2023-12-21,-0.009375587028419603,0.0,-0.009375587028419603,0.9828271236157061,0.0,0.7543342412860354,0.24566575871396468,0.0,12,"[""002463"", ""300133"", ""300782"", ""600150"", ""600900"", ""600938"", ""601872"", ""601899"", ""601939"", ""603629"", ""688008"", ""688676""]","{""002463"": 0.046837380928480964, ""300133"": 0.0414758649101724, ""300782"": 0.03796790501264849, ""515180"": 0.24491682053704633, ""600150"": 0.07796174815772385, ""600900"": 0.12383161301934717, ""600938"": 0.07684053509442032, ""601872"": 0.050974113074448345, ""601899"": 0.07257875908883243, ""601939"": 0.0912242091138431, ""603629"": 0.023272840030692805, ""688008"": 0.054012973683764745, ""688676"": 0.05810523734857915}","{""002463"": 0.04660053630477365, ""300133"": 0.039561778314279324, ""300782"": 0.0379051036757062, ""515180"": 0.24566575871396468, ""600150"": 0.07703241237676478, ""600900"": 0.12635851410312102, ""600938"": 0.07756777855284368, ""601872"": 0.05207452138180023, ""601899"": 0.073408346735258, ""601939"": 0.09086161795660347, ""603629"": 0.022479559766325197, ""688008"": 0.053404442852054874, ""688676"": 0.057079629266504964}",0.0,False
2023-12-22,0.008651779063903135,0.0,0.008651779063903135,0.9913303267472406,0.0,0.7562192310489608,0.2437807689510393,0.0,12,"[""002463"", ""300133"", ""300782"", ""600150"", ""600900"", ""600938"", ""601872"", ""601899"", ""601939"", ""603629"", ""688008"", ""688676""]","{""002463"": 0.04660053630477365, ""300133"": 0.039561778314279324, ""300782"": 0.0379051036757062, ""515180"": 0.24566575871396468, ""600150"": 0.07703241237676478, ""600900"": 0.12635851410312102, ""600938"": 0.07756777855284368, ""601872"": 0.05207452138180023, ""601899"": 0.073408346735258, ""601939"": 0.09086161795660347, ""603629"": 0.022479559766325197, ""688008"": 0.053404442852054874, ""688676"": 0.057079629266504964}","{""002463"": 0.046619344827128754, ""300133"": 0.039655080303086704, ""300782"": 0.03773991433692312, ""515180"": 0.2437807689510393, ""600150"": 0.07664262725937451, ""600900"": 0.12454195787268789, ""600938"": 0.07644394621863095, ""601872"": 0.05285319315071033, ""601899"": 0.07426396087853591, ""601939"": 0.09042951783822377, ""603629"": 0.023756195189944502, ""688008"": 0.055157356394346595, ""688676"": 0.058116136779367736}",0.0,False
2023-12-25,-0.008227145306556684,0.0,-0.008227145306556684,0.9831745081022948,0.0,0.7550932474044283,0.24490675259557176,0.0,12,"[""002463"", ""300133"", ""300782"", ""600150"", ""600900"", ""600938"", ""601872"", ""601899"", ""601939"", ""603629"", ""688008"", ""688676""]","{""002463"": 0.046619344827128754, ""300133"": 0.039655080303086704, ""300782"": 0.03773991433692312, ""515180"": 0.2437807689510393, ""600150"": 0.07664262725937451, ""600900"": 0.12454195787268789, ""600938"": 0.07644394621863095, ""601872"": 0.05285319315071033, ""601899"": 0.07426396087853591, ""601939"": 0.09042951783822377, ""603629"": 0.023756195189944502, ""688008"": 0.055157356394346595, ""688676"": 0.058116136779367736}","{""002463"": 0.04616207132762436, ""300133"": 0.036244879396073494, ""300782"": 0.0371256731521115, ""515180"": 0.24490675259557176, ""600150"": 0.07736037196826868, ""600900"": 0.12569821325512834, ""600938"": 0.0782800400562092, ""601872"": 0.052982753838051594, ""601899"": 0.07438080953406843, ""601939"": 0.09117966620106326, ""603629"": 0.023649428076937973, ""688008"": 0.053394901251626596, ""688676"": 0.05863443934726485}",0.0,False
