date,gross_return,transaction_cost,net_return,equity,one_way_turnover,equity_exposure,etf_weight,cash_weight,holding_count,holdings,return_weights,asset_weights,target_drift_due_to_trade_lock,pending_execution,walk_forward_recipe_id,walk_forward_validation_fold,walk_forward_transition
2024-09-20,-0.004383417308072153,0.0,-0.004383417308072153,0.9698863671528396,0.0,0.7447578330055852,0.2552421669944149,0.0,12,"[""002463"", ""002594"", ""300133"", ""301291"", ""600150"", ""600900"", ""600938"", ""601872"", ""601899"", ""601939"", ""688008"", ""688183""]","{""002463"": 0.04603338824787464, ""002594"": 0.08511919289736222, ""300133"": 0.04410642733073476, ""301291"": 0.047851347442498034, ""515180"": 0.25297966469164634, ""600150"": 0.06976747600253602, ""600900"": 0.1222855765660538, ""600938"": 0.052036977167862146, ""601872"": 0.04722165328129382, ""601899"": 0.05315475564361697, ""601939"": 0.08901128311190148, ""688008"": 0.06585322429052523, ""688183"": 0.024579033326094648}","{""002463"": 0.0446711473878085, ""002594"": 0.08427194276589887, ""300133"": 0.04557755306346974, ""301291"": 0.047686783087142595, ""515180"": 0.2552421669944149, ""600150"": 0.06621592752217785, ""600900"": 0.12194090803189102, ""600938"": 0.053470167024515285, ""601872"": 0.04750790098547397, ""601899"": 0.0548578422651545, ""601939"": 0.08829567159823133, ""688008"": 0.06565289531897595, ""688183"": 0.024609093954845552}",0.0,False,s1_stable_all7_30_vol_target,f3,False
2024-09-23,-0.004510785676452983,0.0,-0.004510785676452983,0.9655114176200995,0.0,0.7445244010306206,0.25547559896937955,0.0,12,"[""002463"", ""002594"", ""300133"", ""301291"", ""600150"", ""600900"", ""600938"", ""601872"", ""601899"", ""601939"", ""688008"", ""688183""]","{""002463"": 0.0446711473878085, ""002594"": 0.08427194276589887, ""300133"": 0.04557755306346974, ""301291"": 0.047686783087142595, ""515180"": 0.2552421669944149, ""600150"": 0.06621592752217785, ""600900"": 0.12194090803189102, ""600938"": 0.053470167024515285, ""601872"": 0.04750790098547397, ""601899"": 0.0548578422651545, ""601939"": 0.08829567159823133, ""688008"": 0.06565289531897595, ""688183"": 0.024609093954845552}","{""002463"": 0.04440196127676839, ""002594"": 0.08484655258595275, ""300133"": 0.04523433646833805, ""301291"": 0.046505041396262034, ""515180"": 0.25547559896937955, ""600150"": 0.0624297268344724, ""600900"": 0.12235338785243896, ""600938"": 0.05342656068827714, ""601872"": 0.048037966612773805, ""601899"": 0.056620968140585155, ""601939"": 0.08939108495906824, ""688008"": 0.06610086443913435, ""688183"": 0.025175949776549255}",0.0,False,s1_stable_all7_30_vol_target,f3,False
2024-09-24,0.010268237829883212,0.0,0.010268237829883212,0.9754255184836904,0.0,0.7432376055151926,0.2567623944848075,0.0,12,"[""002463"", ""002594"", ""300133"", ""301291"", ""600150"", ""600900"", ""600938"", ""601872"", ""601899"", ""601939"", ""688008"", ""688183""]","{""002463"": 0.04440196127676839, ""002594"": 0.08484655258595275, ""300133"": 0.04523433646833805, ""301291"": 0.046505041396262034, ""515180"": 0.25547559896937955, ""600150"": 0.0624297268344724, ""600900"": 0.12235338785243896, ""600938"": 0.05342656068827714, ""601872"": 0.048037966612773805, ""601899"": 0.056620968140585155, ""601939"": 0.08939108495906824, ""688008"": 0.06610086443913435, ""688183"": 0.025175949776549255}","{""002463"": 0.04426187061820664, ""002594"": 0.08299706711203318, ""300133"": 0.0453187316989222, ""301291"": 0.04536388242874365, ""515180"": 0.2567623944848075, ""600150"": 0.06315603534860505, ""600900"": 0.12240376111627381, ""600938"": 0.05392841105021461, ""601872"": 0.048562405351167334, ""601899"": 0.05689115921824238, ""601939"": 0.09054730113871369, ""688008"": 0.06499570990312621, ""688183"": 0.024811270530943782}",0.0,False,s1_stable_all7_30_vol_target,f3,False
2024-09-25,0.05178567076306859,0.0,0.05178567076306859,1.0259385832377823,0.0,0.7398075598005064,0.2601924401994936,0.0,12,"[""002463"", ""002594"", ""300133"", ""301291"", ""600150"", ""600900"", ""600938"", ""601872"", ""601899"", ""601939"", ""688008"", ""688183""]","{""002463"": 0.04426187061820664, ""002594"": 0.08299706711203318, ""300133"": 0.0453187316989222, ""301291"": 0.04536388242874365, ""515180"": 0.2567623944848075, ""600150"": 0.06315603534860505, ""600900"": 0.12240376111627381, ""600938"": 0.05392841105021461, ""601872"": 0.048562405351167334, ""601899"": 0.05689115921824238, ""601939"": 0.09054730113871369, ""688008"": 0.06499570990312621, ""688183"": 0.024811270530943782}","{""002463"": 0.04610391062324621, ""002594"": 0.08050123248138959, ""300133"": 0.04541553830491048, ""301291"": 0.045007508874955936, ""515180"": 0.2601924401994936, ""600150"": 0.06207708866666643, ""600900"": 0.11853002970115369, ""600938"": 0.05375675904300778, ""601872"": 0.048171112298164634, ""601899"": 0.057086950913821925, ""601939"": 0.09171671354925523, ""688008"": 0.0642159615983957, ""688183"": 0.027224753745538798}",0.0,False,s1_stable_all7_30_vol_target,f3,False
2024-09-26,0.001036452441787951,0.0,0.001036452441787951,1.0270019197875035,0.0,0.7411617783832869,0.25883822161671316,0.0,12,"[""002463"", ""002594"", ""300133"", ""301291"", ""600150"", ""600900"", ""600938"", ""601872"", ""601899"", ""601939"", ""688008"", ""688183""]","{""002463"": 0.04610391062324621, ""002594"": 0.08050123248138959, ""300133"": 0.04541553830491048, ""301291"": 0.045007508874955936, ""515180"": 0.2601924401994936, ""600150"": 0.06207708866666643, ""600900"": 0.11853002970115369, ""600938"": 0.05375675904300778, ""601872"": 0.048171112298164634, ""601899"": 0.057086950913821925, ""601939"": 0.09171671354925523, ""688008"": 0.0642159615983957, ""688183"": 0.027224753745538798}","{""002463"": 0.04487387002992437, ""002594"": 0.08232539608366225, ""300133"": 0.047091261998981636, ""301291"": 0.04482801964470721, ""515180"": 0.25883822161671316, ""600150"": 0.0642387783089878, ""600900"": 0.11893400952684037, ""600938"": 0.05299815229909748, ""601872"": 0.046271558383575495, ""601899"": 0.05768501532605981, ""601939"": 0.09096805795414564, ""688008"": 0.06324920243112502, ""688183"": 0.027698456396179825}",0.0,False,s1_stable_all7_30_vol_target,f3,False
2024-09-27,0.031497647265228995,0.0,0.031497647265228995,1.0593500639976834,0.0,0.7368659612723609,0.2631340387276391,0.0,12,"[""002463"", ""002594"", ""300133"", ""301291"", ""600150"", ""600900"", ""600938"", ""601872"", ""601899"", ""601939"", ""688008"", ""688183""]","{""002463"": 0.04487387002992437, ""002594"": 0.08232539608366225, ""300133"": 0.047091261998981636, ""301291"": 0.04482801964470721, ""515180"": 0.25883822161671316, ""600150"": 0.0642387783089878, ""600900"": 0.11893400952684037, ""600938"": 0.05299815229909748, ""601872"": 0.046271558383575495, ""601899"": 0.05768501532605981, ""601939"": 0.09096805795414564, ""688008"": 0.06324920243112502, ""688183"": 0.027698456396179825}","{""002463"": 0.044154860335439305, ""002594"": 0.08258541905547331, ""300133"": 0.04782447340912742, ""301291"": 0.04421783277553524, ""515180"": 0.2631340387276391, ""600150"": 0.0638956867384761, ""600900"": 0.11611074135028034, ""600938"": 0.05005693043519746, ""601872"": 0.04643663088007672, ""601899"": 0.05857815404531163, ""601939"": 0.09085195010400153, ""688008"": 0.06487129937228021, ""688183"": 0.027281982771161662}",0.0,False,s1_stable_all7_30_vol_target,f3,False
2024-09-30,0.03799713939032721,0.0,0.03799713939032721,1.0996023360425553,0.0,0.7436613512043768,0.2563386487956233,0.0,12,"[""002463"", ""002594"", ""300133"", ""301291"", ""600150"", ""600900"", ""600938"", ""601872"", ""601899"", ""601939"", ""688008"", ""688183""]","{""002463"": 0.044154860335439305, ""002594"": 0.08258541905547331, ""300133"": 0.04782447340912742, ""301291"": 0.04421783277553524, ""515180"": 0.2631340387276391, ""600150"": 0.0638956867384761, ""600900"": 0.11611074135028034, ""600938"": 0.05005693043519746, ""601872"": 0.04643663088007672, ""601899"": 0.05857815404531163, ""601939"": 0.09085195010400153, ""688008"": 0.06487129937228021, ""688183"": 0.027281982771161662}","{""002463"": 0.0454873536663055, ""002594"": 0.0846103609013663, ""300133"": 0.05033765871700851, ""301291"": 0.0472052483815755, ""515180"": 0.2563386487956233, ""600150"": 0.06536261088200332, ""600900"": 0.11022060679855274, ""600938"": 0.050116905894665005, ""601872"": 0.049919426626744076, ""601899"": 0.05653612691535642, ""601939"": 0.08374089172113663, ""688008"": 0.07025628114310233, ""688183"": 0.02986787955656045}",0.0,False,s1_stable_all7_30_vol_target,f3,False
2024-10-08,0.18244935619908068,0.0,0.18244935619908068,1.3002240743285247,0.0,0.7458546505208125,0.2541453494791875,0.0,12,"[""002463"", ""002594"", ""300133"", ""301291"", ""600150"", ""600900"", ""600938"", ""601872"", ""601899"", ""601939"", ""688008"", ""688183""]","{""002463"": 0.0454873536663055, ""002594"": 0.0846103609013663, ""300133"": 0.05033765871700851, ""301291"": 0.0472052483815755, ""515180"": 0.2563386487956233, ""600150"": 0.06536261088200332, ""600900"": 0.11022060679855274, ""600938"": 0.050116905894665005, ""601872"": 0.049919426626744076, ""601899"": 0.05653612691535642, ""601939"": 0.08374089172113663, ""688008"": 0.07025628114310233, ""688183"": 0.02986787955656045}","{""002463"": 0.04582291882497438, ""002594"": 0.08361838675971038, ""300133"": 0.05502141447797964, ""301291"": 0.050814586835285634, ""515180"": 0.2541453494791875, ""600150"": 0.06428104434429935, ""600900"": 0.10423846295389903, ""600938"": 0.05002661402795233, ""601872"": 0.048002515934878684, ""601899"": 0.05288814187790253, ""601939"": 0.07804847807256284, ""688008"": 0.08054551317261684, ""688183"": 0.032546573238750855}",0.0,False,s1_stable_all7_30_vol_target,f3,False
2024-10-09,-0.08346350924098796,0.0,-0.08346350924098796,1.1917028102854508,0.0,0.7498230065667979,0.2501769934332022,0.0,12,"[""002463"", ""002594"", ""300133"", ""301291"", ""600150"", ""600900"", ""600938"", ""601872"", ""601899"", ""601939"", ""688008"", ""688183""]","{""002463"": 0.04582291882497438, ""002594"": 0.08361838675971038, ""300133"": 0.05502141447797964, ""301291"": 0.050814586835285634, ""515180"": 0.2541453494791875, ""600150"": 0.06428104434429935, ""600900"": 0.10423846295389903, ""600938"": 0.05002661402795233, ""601872"": 0.048002515934878684, ""601899"": 0.05288814187790253, ""601939"": 0.07804847807256284, ""688008"": 0.08054551317261684, ""688183"": 0.032546573238750855}","{""002463"": 0.04978732655241043, ""002594"": 0.08492050539664305, ""300133"": 0.05535523392466487, ""301291"": 0.04804885732118835, ""515180"": 0.2501769934332022, ""600150"": 0.0647974720614643, ""600900"": 0.10226961988804835, ""600938"": 0.04975368704904307, ""601872"": 0.046890316801282965, ""601899"": 0.0516003996594178, ""601939"": 0.08019841300399023, ""688008"": 0.08315872267564073, ""688183"": 0.0330424522330037}",0.0,False,s1_stable_all7_30_vol_target,f3,False
2024-10-10,-0.03937028520187143,0.0,-0.03937028520187143,1.1447851307686407,0.0,0.7565035976848058,0.24349640231519432,0.0,12,"[""002463"", ""002594"", ""300133"", ""301291"", ""600150"", ""600900"", ""600938"", ""601872"", ""601899"", ""601939"", ""688008"", ""688183""]","{""002463"": 0.04978732655241043, ""002594"": 0.08492050539664305, ""300133"": 0.05535523392466487, ""301291"": 0.04804885732118835, ""515180"": 0.2501769934332022, ""600150"": 0.0647974720614643, ""600900"": 0.10226961988804835, ""600938"": 0.04975368704904307, ""601872"": 0.046890316801282965, ""601899"": 0.0516003996594178, ""601939"": 0.08019841300399023, ""688008"": 0.08315872267564073, ""688183"": 0.0330424522330037}","{""002463"": 0.05194833166622559, ""002594"": 0.08697539745708953, ""300133"": 0.051519185224276016, ""301291"": 0.047435052208587535, ""515180"": 0.24349640231519432, ""600150"": 0.06439329186041896, ""600900"": 0.10496473081410182, ""600938"": 0.04884368881102543, ""601872"": 0.044033072691040974, ""601899"": 0.05142246051255515, ""601939"": 0.08278152607906356, ""688008"": 0.09002822269528725, ""688183"": 0.03215863766513398}",0.0,False,s1_stable_all7_30_vol_target,f3,False
2024-10-11,0.005751636217341388,0.0,0.005751636217341388,1.1513695183878434,0.0,0.7474455628611445,0.25255443713885567,0.0,12,"[""002463"", ""002594"", ""300133"", ""301291"", ""600150"", ""600900"", ""600938"", ""601872"", ""601899"", ""601939"", ""688008"", ""688183""]","{""002463"": 0.05194833166622559, ""002594"": 0.08697539745708953, ""300133"": 0.051519185224276016, ""301291"": 0.047435052208587535, ""515180"": 0.24349640231519432, ""600150"": 0.06439329186041896, ""600900"": 0.10496473081410182, ""600938"": 0.04884368881102543, ""601872"": 0.044033072691040974, ""601899"": 0.05142246051255515, ""601939"": 0.08278152607906356, ""688008"": 0.09002822269528725, ""688183"": 0.03215863766513398}","{""002463"": 0.0477923885796715, ""002594"": 0.08761799157852251, ""300133"": 0.04907323622695107, ""301291"": 0.0456359980678017, ""515180"": 0.25255443713885567, ""600150"": 0.06695528766739202, ""600900"": 0.10671351636087927, ""600938"": 0.05175477779464065, ""601872"": 0.04536514517777285, ""601899"": 0.053082339778313205, ""601939"": 0.08522353908894685, ""688008"": 0.07746797543350102, ""688183"": 0.030763367106751854}",0.0,False,s1_stable_all7_30_vol_target,f3,False
2024-10-14,-0.021378284869710024,0.0,-0.021378284869710024,1.1267552128334473,0.0,0.7480588710704419,0.25194112892955833,0.0,12,"[""002463"", ""002594"", ""300133"", ""301291"", ""600150"", ""600900"", ""600938"", ""601872"", ""601899"", ""601939"", ""688008"", ""688183""]","{""002463"": 0.0477923885796715, ""002594"": 0.08761799157852251, ""300133"": 0.04907323622695107, ""301291"": 0.0456359980678017, ""515180"": 0.25255443713885567, ""600150"": 0.06695528766739202, ""600900"": 0.10671351636087927, ""600938"": 0.05175477779464065, ""601872"": 0.04536514517777285, ""601899"": 0.053082339778313205, ""601939"": 0.08522353908894685, ""688008"": 0.07746797543350102, ""688183"": 0.030763367106751854}","{""002463"": 0.050012028708420676, ""002594"": 0.08575571115684692, ""300133"": 0.04731884400296069, ""301291"": 0.04242048940190104, ""515180"": 0.25194112892955833, ""600150"": 0.06557094789534959, ""600900"": 0.10912471738819451, ""600938"": 0.052150438552350596, ""601872"": 0.046018975622930086, ""601899"": 0.05344328508831066, ""601939"": 0.08887273740978044, ""688008"": 0.07585456596412384, ""688183"": 0.03151612987927284}",0.0,False,s1_stable_all7_30_vol_target,f3,False
2024-10-15,0.018987531065760493,0.0,0.018987531065760493,1.14814951244063,0.0,0.7477076246918204,0.2522923753081797,0.0,12,"[""002463"", ""002594"", ""300133"", ""301291"", ""600150"", ""600900"", ""600938"", ""601872"", ""601899"", ""601939"", ""688008"", ""688183""]","{""002463"": 0.050012028708420676, ""002594"": 0.08575571115684692, ""300133"": 0.04731884400296069, ""301291"": 0.04242048940190104, ""515180"": 0.25194112892955833, ""600150"": 0.06557094789534959, ""600900"": 0.10912471738819451, ""600938"": 0.052150438552350596, ""601872"": 0.046018975622930086, ""601899"": 0.05344328508831066, ""601939"": 0.08887273740978044, ""688008"": 0.07585456596412384, ""688183"": 0.03151612987927284}","{""002463"": 0.049753107326296495, ""002594"": 0.08544085602125764, ""300133"": 0.047669893436930164, ""301291"": 0.04379606765033213, ""515180"": 0.2522923753081797, ""600150"": 0.06369077298204102, ""600900"": 0.10740540299223948, ""600938"": 0.0498841425645635, ""601872"": 0.04602181534237721, ""601899"": 0.05290463831301152, ""601939"": 0.09025724701428785, ""688008"": 0.0757295589310603, ""688183"": 0.0351541221174231}",0.0,False,s1_stable_all7_30_vol_target,f3,False
2024-10-16,-0.039036449359087746,0.0,-0.039036449359087746,1.10332983214158,0.0,0.7439215032762524,0.25607849672374783,0.0,12,"[""002463"", ""002594"", ""300133"", ""301291"", ""600150"", ""600900"", ""600938"", ""601872"", ""601899"", ""601939"", ""688008"", ""688183""]","{""002463"": 0.049753107326296495, ""002594"": 0.08544085602125764, ""300133"": 0.047669893436930164, ""301291"": 0.04379606765033213, ""515180"": 0.2522923753081797, ""600150"": 0.06369077298204102, ""600900"": 0.10740540299223948, ""600938"": 0.0498841425645635, ""601872"": 0.04602181534237721, ""601899"": 0.05290463831301152, ""601939"": 0.09025724701428785, ""688008"": 0.0757295589310603, ""688183"": 0.0351541221174231}","{""002463"": 0.04852266874621426, ""002594"": 0.08521228872260699, ""300133"": 0.04816313875713711, ""301291"": 0.04318370113616585, ""515180"": 0.25607849672374783, ""600150"": 0.06397212797150317, ""600900"": 0.10972567028156133, ""600938"": 0.05048644112108651, ""601872"": 0.04431014799420789, ""601899"": 0.053626421672914294, ""601939"": 0.0896643925269063, ""688008"": 0.07401734055096573, ""688183"": 0.033037163794982935}",0.0,False,s1_stable_all7_30_vol_target,f3,False
